# ###################################################
# INSTITUTO GEOFÍSICO -ESCUELA POLITÉCNICA NACIONAL #
#                                                   #
#                                                    
# IG-EPN Catálogo Sísmico Instrumental del Ecuador
# Copyright (C) Instituto Geofísico - Escuela Politécnica Nacional
# Quito - Ecuador
# https://www.igepn.edu.ec/
# Fecha de generación: 22-Jan-2026
# 
# 
# Estos datos corresponden a las magnitudes de los eventos sismicos
# Los eventos son los de magnitudes 3.5 o más y registrados en Ecuador
# 
# Explicacion de los campos incluidos:
#
# event:                  código del evento al cual están asociadas las magnitudes
# orig_id:                identificador del evento sísmico al cual se asocian las magnitudes
# magnitude_value:        valor de la magnitud calculada y promediada 
# magnitude_uncertainty:  incertidumbre en el calculo de la magnitud
# magnitude_type:         tipo de magnitud
# methodID:               método para el cálculo de las magnitudes
# stationCount:           número de estaciones con la que se calculó la magnitud
# agencyID:               fuente de generación de los datos
# 
#
#event,orig_id, magnitude_value, magnitude_uncertainty, magnitude_type, methodID, stationCount, agencyID
igepn2016hxrh,  97791,  4.4,  NaN,        M,     weighted average,   16,  IG-EPN
igepn2016hxtf,  97796,  4.3, 1.14,   Ms(BB),                 mean,    6,  IG-EPN
igepn2016hxtf,  97796,  3.9, 0.43,      MLv,                 mean,   10,  IG-EPN
igepn2016hxtf,  97796,  4.4, 0.34,       ML,         trimmed mean,   12,  IG-EPN
igepn2016hxtf,  97796,  3.7, 0.37,     Mjma,                 mean,   10,  IG-EPN
igepn2016hxtf,  97796,  4.0,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2016hxur,  97799,  3.9, 0.38,      MLv,                 mean,    9,  IG-EPN
igepn2016hxur,  97799,  3.6, 0.33,     Mjma,                 mean,    8,  IG-EPN
igepn2016hxur,  97799,  3.7, 0.52,   Ms(BB),                 mean,    6,  IG-EPN
igepn2016hxur,  97799,  3.8,  NaN,        M,     weighted average,    9,  IG-EPN
igepn2016hxvf,  97802,  5.0, 0.13,      MLv,         trimmed mean,   12,  IG-EPN
igepn2016hxvf,  97802,  5.0, 0.12,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2016hxvf,  97802,  4.7, 0.20,   Ms(BB),         trimmed mean,   18,  IG-EPN
igepn2016hxvf,  97802,  4.9,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2016hxvi,  97803,  5.1, 0.18,      MLv,                 mean,   14,  IG-EPN
igepn2016hxvi,  97803,  5.2, 0.15,     Mjma,                 mean,   15,  IG-EPN
igepn2016hxvi,  97803,  4.8, 0.17,   Ms(BB),                 mean,   22,  IG-EPN
igepn2016hxvi,  97803,  5.0,  NaN,        M,     weighted average,   22,  IG-EPN
igepn2016hxvv,  97805,  4.1, 0.43,      MLv,                 mean,    5,  IG-EPN
igepn2016hxvv,  97805,  4.2, 0.17,     Mjma,         trimmed mean,   16,  IG-EPN
igepn2016hxvv,  97805,  4.2, 0.11,   Ms(BB),                 mean,   19,  IG-EPN
igepn2016hxvv,  97805,  4.2,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2016hxww,  97809,  4.7, 0.17,      MLv,                 mean,   14,  IG-EPN
igepn2016hxww,  97809,  4.6, 0.14,     Mjma,                 mean,   15,  IG-EPN
igepn2016hxww,  97809,  4.4, 0.21,   Ms(BB),                 mean,   25,  IG-EPN
igepn2016hxww,  97809,  4.6,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2016hxxp,  97813,  3.9, 0.16,      MLv,                 mean,    8,  IG-EPN
igepn2016hxxp,  97813,  3.8, 0.17,     Mjma,                 mean,    9,  IG-EPN
igepn2016hxxp,  97813,  3.7, 0.15,   Ms(BB),                 mean,    7,  IG-EPN
igepn2016hxxp,  97813,  3.8,  NaN,        M,     weighted average,    9,  IG-EPN
igepn2016hxxo,  97812,  3.6, 0.00,      MLv,                 mean,    1,  IG-EPN
igepn2016hxxo,  97812,  3.4, 0.00,     Mjma,                 mean,    1,  IG-EPN
igepn2016hxxo,  97812,  3.5, 0.00,   Ms(BB),                 mean,    1,  IG-EPN
igepn2016hxxo,  97812,  3.5,  NaN,        M,     weighted average,    1,  IG-EPN
igepn2016hxzy,  97818,  4.0, 0.42,      MLv,                 mean,    4,  IG-EPN
igepn2016hxzy,  97818,  4.0, 0.27,     Mjma,                 mean,    4,  IG-EPN
igepn2016hxzy,  97818,  5.5, 3.76,   Ms(BB),         trimmed mean,    4,  IG-EPN
igepn2016hxzy,  97818,  4.5,  NaN,        M,     weighted average,    4,  IG-EPN
igepn2016hybc,  97822,  3.7, 0.22,      MLv,                 mean,   11,  IG-EPN
igepn2016hybc,  97822,  3.7, 0.19,     Mjma,                 mean,   12,  IG-EPN
igepn2016hybc,  97822,  3.8, 0.33,   Ms(BB),         trimmed mean,   18,  IG-EPN
igepn2016hybc,  97822,  3.7,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2016hyew,  97828,  3.5, 0.10,      MLv,                 mean,    4,  IG-EPN
igepn2016hyew,  97828,  3.4, 0.20,     Mjma,                 mean,    5,  IG-EPN
igepn2016hyew,  97828,  3.7, 0.24,   Ms(BB),                 mean,    8,  IG-EPN
igepn2016hyew,  97828,  3.6,  NaN,        M,     weighted average,    8,  IG-EPN
igepn2016hyib,  97838,  4.6, 0.23,      MLv,                 mean,   20,  IG-EPN
igepn2016hyib,  97838,  4.5, 0.19,     Mjma,                 mean,   24,  IG-EPN
igepn2016hyib,  97838,  4.5, 0.22,   Ms(BB),                 mean,   32,  IG-EPN
igepn2016hyib,  97838,  4.5,  NaN,        M,     weighted average,   32,  IG-EPN
igepn2016hynw,  97849,  3.6, 0.21,      MLv,         trimmed mean,   14,  IG-EPN
igepn2016hynw,  97849,  3.5, 0.19,     Mjma,         trimmed mean,   14,  IG-EPN
igepn2016hynw,  97849,  3.7, 0.34,   Ms(BB),         trimmed mean,   22,  IG-EPN
igepn2016hynw,  97849,  3.6,  NaN,        M,     weighted average,   22,  IG-EPN
igepn2016hyoq,  97851,  5.7, 0.21,      MLv,         trimmed mean,   19,  IG-EPN
igepn2016hyoq,  97851,  6.2, 0.19,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2016hyoq,  97851,  5.4, 0.48,   Ms(BB),         trimmed mean,   24,  IG-EPN
igepn2016hyoq,  97851,  5.7,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2016hyox,  97853,  4.2, 0.07,      MLv,                 mean,    2,  IG-EPN
igepn2016hyox,  97853,  5.1, 0.14,     Mjma,                 mean,    2,  IG-EPN
igepn2016hyox,  97853,  4.8, 2.09,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2016hyox,  97853,  4.7,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2016hype,  97854,  3.9, 0.86,      MLv,         trimmed mean,    6,  IG-EPN
igepn2016hype,  97854,  4.8, 0.86,     Mjma,         trimmed mean,    6,  IG-EPN
igepn2016hype,  97854,  4.6, 1.29,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2016hype,  97854,  4.4,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2016hypf,  97855,  4.1, 0.78,      MLv,         trimmed mean,    6,  IG-EPN
igepn2016hypf,  97855,  4.6, 0.84,     Mjma,         trimmed mean,    6,  IG-EPN
igepn2016hypf,  97855,  4.4, 0.98,   Ms(BB),         trimmed mean,    8,  IG-EPN
igepn2016hypf,  97855,  4.3,  NaN,        M,     weighted average,    8,  IG-EPN
igepn2016hyrq,  97865,  4.3, 0.28,      MLv,         trimmed mean,   21,  IG-EPN
igepn2016hyrq,  97865,  4.2, 0.20,     Mjma,         trimmed mean,   21,  IG-EPN
igepn2016hyrq,  97865,  4.2, 0.35,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2016hyrq,  97865,  4.2,  NaN,        M,     weighted average,   21,  IG-EPN
igepn2016hyrs,  97866,  3.5, 0.14,      MLv,         trimmed mean,   19,  IG-EPN
igepn2016hyrs,  97866,  3.5, 0.15,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2016hyrs,  97866,  4.0, 0.00,   Ms(BB),                 mean,    1,  IG-EPN
igepn2016hyrs,  97866,  3.7,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2016hysi,  97869,  4.2, 0.26,      MLv,                 mean,   11,  IG-EPN
igepn2016hysi,  97869,  4.1, 0.29,     Mjma,                 mean,   12,  IG-EPN
igepn2016hysi,  97869,  4.2, 0.35,   Ms(BB),                 mean,   17,  IG-EPN
igepn2016hysi,  97869,  4.2,  NaN,        M,     weighted average,   17,  IG-EPN
igepn2016hytt,  97874,  3.7, 1.28,      MLv,         trimmed mean,    7,  IG-EPN
igepn2016hytt,  97874,  3.7,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2016hytt,  97874,  3.7, 1.14,     Mjma,     trimmed mean(25),    7,  IG-EPN
igepn2016hytz,  97875,  5.2, 0.22,      MLv,         trimmed mean,   27,  IG-EPN
igepn2016hytz,  97875,  5.1, 0.22,     Mjma,         trimmed mean,   27,  IG-EPN
igepn2016hytz,  97875,  4.8, 0.26,   Ms(BB),         trimmed mean,   41,  IG-EPN
igepn2016hytz,  97875,  5.0,  NaN,        M,     weighted average,   41,  IG-EPN
igepn2016hzbi,  97894,  4.0, 0.28,      MLv,         trimmed mean,   22,  IG-EPN
igepn2016hzbi,  97894,  3.9, 0.25,     Mjma,         trimmed mean,   22,  IG-EPN
igepn2016hzbi,  97894,  3.9, 0.35,   Ms(BB),         trimmed mean,   20,  IG-EPN
igepn2016hzbi,  97894,  4.0,  NaN,        M,     weighted average,   22,  IG-EPN
igepn2016hzch,  97895,  3.6, 0.35,      MLv,                 mean,   12,  IG-EPN
igepn2016hzch,  97895,  3.5, 0.28,     Mjma,                 mean,   12,  IG-EPN
igepn2016hzch,  97895,  3.6, 0.41,   Ms(BB),                 mean,   13,  IG-EPN
igepn2016hzch,  97895,  3.6,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2016hzdu,  97899,  3.5, 1.51,      MLv,         trimmed mean,    4,  IG-EPN
igepn2016hzdu,  97899,  3.8, 1.48,     Mjma,         trimmed mean,    4,  IG-EPN
igepn2016hzdu,  97899,  5.6, 3.55,   Ms(BB),         trimmed mean,    4,  IG-EPN
igepn2016hzdu,  97899,  4.3,  NaN,        M,     weighted average,    4,  IG-EPN
igepn2016hzgd,  97908,  3.6, 0.22,      MLv,         trimmed mean,   12,  IG-EPN
igepn2016hzgd,  97908,  3.5, 0.16,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2016hzgd,  97908,  3.5, 0.22,   Ms(BB),         trimmed mean,    9,  IG-EPN
igepn2016hzgd,  97908,  3.6,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2016hzgz,  97911,  3.7, 0.40,      MLv,                 mean,   12,  IG-EPN
igepn2016hzgz,  97911,  3.5, 0.33,     Mjma,                 mean,   12,  IG-EPN
igepn2016hzgz,  97911,  3.8, 0.38,   Ms(BB),         trimmed mean,   10,  IG-EPN
igepn2016hzgz,  97911,  3.7,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2016hzma,  97916,  3.9, 0.22,      MLv,         trimmed mean,   12,  IG-EPN
igepn2016hzma,  97916,  3.6, 0.19,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2016hzma,  97916,  3.6, 0.40,   Ms(BB),         trimmed mean,    8,  IG-EPN
igepn2016hzma,  97916,  3.7,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2016hzme,  97917,  3.8, 0.24,      MLv,         trimmed mean,   18,  IG-EPN
igepn2016hzme,  97917,  3.6, 0.20,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2016hzme,  97917,  3.9, 0.32,   Ms(BB),         trimmed mean,   23,  IG-EPN
igepn2016hzme,  97917,  3.8,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2016hzoq,  97919,  3.7, 0.24,      MLv,         trimmed mean,   13,  IG-EPN
igepn2016hzoq,  97919,  3.6, 0.18,     Mjma,         trimmed mean,   13,  IG-EPN
igepn2016hzoq,  97919,  3.6, 0.33,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2016hzoq,  97919,  3.7,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2016hzrs,  97924,  4.2, 0.33,      MLv,         trimmed mean,    6,  IG-EPN
igepn2016hzrs,  97924,  4.0, 0.18,     Mjma,         trimmed mean,    6,  IG-EPN
igepn2016hzrs,  97924,  4.3, 0.18,   Ms(BB),         trimmed mean,    8,  IG-EPN
igepn2016hzrs,  97924,  4.2,  NaN,        M,     weighted average,    8,  IG-EPN
igepn2016hzxu,  97930,  3.9, 0.11,      MLv,         trimmed mean,   14,  IG-EPN
igepn2016hzxu,  97930,  3.8, 0.11,     Mjma,         trimmed mean,   14,  IG-EPN
igepn2016hzxu,  97930,  3.8, 0.29,   Ms(BB),         trimmed mean,   12,  IG-EPN
igepn2016hzxu,  97930,  3.8,  NaN,        M,     weighted average,   14,  IG-EPN
igepn2016iaha,  97950,  3.8, 0.07,      MLv,                 mean,    2,  IG-EPN
igepn2016iaha,  97950,  3.7, 0.08,     Mjma,                 mean,    2,  IG-EPN
igepn2016iaha,  97950,  3.5, 0.00,   Ms(BB),                 mean,    1,  IG-EPN
igepn2016iaha,  97950,  3.6,  NaN,        M,     weighted average,    2,  IG-EPN
igepn2016iahb,  97951,  3.6, 0.18,      MLv,                 mean,    2,  IG-EPN
igepn2016iahb,  97951,  3.6, 0.17,     Mjma,                 mean,    2,  IG-EPN
igepn2016iahb,  97951,  3.6, 0.11,   Ms(BB),                 mean,    3,  IG-EPN
igepn2016iahb,  97951,  3.6,  NaN,        M,     weighted average,    3,  IG-EPN
igepn2016iaim,  97953,  4.0, 0.17,      MLv,                 mean,    9,  IG-EPN
igepn2016iaim,  97953,  3.8, 0.17,     Mjma,                 mean,    9,  IG-EPN
igepn2016iaim,  97953,  3.9, 0.28,   Ms(BB),                 mean,   22,  IG-EPN
igepn2016iaim,  97953,  3.9,  NaN,        M,     weighted average,   22,  IG-EPN
igepn2016iaru,  97974,  3.7, 0.26,      MLv,         trimmed mean,   17,  IG-EPN
igepn2016iaru,  97974,  3.6, 0.26,     Mjma,         trimmed mean,   17,  IG-EPN
igepn2016iaru,  97974,  3.6, 0.35,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2016iaru,  97974,  3.6,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2016iavy,  97979,  4.5, 0.23,      MLv,         trimmed mean,   31,  IG-EPN
igepn2016iavy,  97979,  4.3, 0.18,     Mjma,         trimmed mean,   31,  IG-EPN
igepn2016iavy,  97979,  4.4, 0.24,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2016iavy,  97979,  4.4,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2016ibdp,  97998,  4.0, 0.18,      MLv,                 mean,   17,  IG-EPN
igepn2016ibdp,  97998,  3.7, 0.16,     Mjma,                 mean,   19,  IG-EPN
igepn2016ibdp,  97998,  3.9, 0.26,   Ms(BB),                 mean,   28,  IG-EPN
igepn2016ibdp,  97998,  3.9,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2016ibkg,  98011,  4.6, 0.21,      MLv,                 mean,    8,  IG-EPN
igepn2016ibkg,  98011,  4.6, 0.20,     Mjma,                 mean,    8,  IG-EPN
igepn2016ibkg,  98011,  4.4, 0.19,   Ms(BB),                 mean,   13,  IG-EPN
igepn2016ibkg,  98011,  4.5,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2016ibmo,  98014,  4.1, 0.26,      MLv,                 mean,   12,  IG-EPN
igepn2016ibmo,  98014,  3.9, 0.26,     Mjma,                 mean,   12,  IG-EPN
igepn2016ibmo,  98014,  3.8, 0.27,   Ms(BB),                 mean,   10,  IG-EPN
igepn2016ibmo,  98014,  3.9,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2016ibsh,  98017,  3.7, 0.18,      MLv,         trimmed mean,   14,  IG-EPN
igepn2016ibsh,  98017,  3.6, 0.17,     Mjma,         trimmed mean,   14,  IG-EPN
igepn2016ibsh,  98017,  3.5, 0.16,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2016ibsh,  98017,  3.6,  NaN,        M,     weighted average,   14,  IG-EPN
igepn2016ibtl,  98018,  3.7, 0.19,      MLv,         trimmed mean,   19,  IG-EPN
igepn2016ibtl,  98018,  3.5, 0.10,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2016ibtl,  98018,  3.7, 0.29,   Ms(BB),         trimmed mean,   25,  IG-EPN
igepn2016ibtl,  98018,  3.6,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2016ibvx,  98024,  3.5, 0.14,      MLv,                 mean,    5,  IG-EPN
igepn2016ibvx,  98024,  3.6, 0.21,     Mjma,         trimmed mean,    8,  IG-EPN
igepn2016ibvx,  98024,  3.4, 0.16,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2016ibvx,  98024,  3.5,  NaN,        M,     weighted average,    8,  IG-EPN
igepn2016iccj,  98038,  4.2, 0.20,      MLv,     trimmed mean(25),   22,  IG-EPN
igepn2016iccj,  98038,  4.1, 0.15,     Mjma,     trimmed mean(25),   22,  IG-EPN
igepn2016iccj,  98038,  4.0, 0.25,   Ms(BB),                 mean,   14,  IG-EPN
igepn2016iccj,  98038,  4.1,  NaN,        M,     weighted average,   22,  IG-EPN
igepn2016icds,  98042,  3.9, 0.24,      MLv,         trimmed mean,   28,  IG-EPN
igepn2016icds,  98042,  3.7, 0.17,     Mjma,                 mean,   22,  IG-EPN
igepn2016icds,  98042,  3.7, 0.28,   Ms(BB),                 mean,   20,  IG-EPN
igepn2016icds,  98042,  3.7,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2016ichr,  98051,  4.4, 0.22,      MLv,         trimmed mean,   19,  IG-EPN
igepn2016ichr,  98051,  4.0, 0.16,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2016ichr,  98051,  4.3, 0.29,   Ms(BB),                 mean,   24,  IG-EPN
igepn2016ichr,  98051,  4.2,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2016icip,  98052,  3.7, 0.14,      MLv,     trimmed mean(25),   13,  IG-EPN
igepn2016icip,  98052,  3.6, 0.12,     Mjma,     trimmed mean(25),   13,  IG-EPN
igepn2016icip,  98052,  3.6, 0.08,   Ms(BB),                 mean,    3,  IG-EPN
igepn2016icip,  98052,  3.6,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2016ickj,  98059,  3.5, 0.29,      MLv,     trimmed mean(25),   12,  IG-EPN
igepn2016ickj,  98059,  3.6, 0.23,     Mjma,     trimmed mean(25),   12,  IG-EPN
igepn2016ickj,  98059,  3.6, 0.65,   Ms(BB),                 mean,    3,  IG-EPN
igepn2016ickj,  98059,  3.6,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2016icme,  98064,  3.8, 0.93,      MLv,     trimmed mean(25),    7,  IG-EPN
igepn2016icme,  98064,  3.8, 0.77,     Mjma,     trimmed mean(25),    7,  IG-EPN
igepn2016icme,  98064,  3.8,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2016icqx,  98080,  4.7, 0.23,      MLv,         trimmed mean,   23,  IG-EPN
igepn2016icqx,  98080,  4.6, 0.21,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2016icqx,  98080,  4.4, 0.27,   Ms(BB),                 mean,   11,  IG-EPN
igepn2016icqx,  98080,  4.5,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2016icrd,  98081,  3.0, 0.17,      MLv,         trimmed mean,   12,  IG-EPN
igepn2016icrd,  98081,  4.1, 0.15,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2016icrd,  98081,  3.7, 0.08,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2016icrd,  98081,  3.6,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2016icsg,  98083,  4.3, 0.22,      MLv,                 mean,   22,  IG-EPN
igepn2016icsg,  98083,  4.2, 0.19,     Mjma,         trimmed mean,   28,  IG-EPN
igepn2016icsg,  98083,  4.2, 0.31,   Ms(BB),                 mean,   34,  IG-EPN
igepn2016icsg,  98083,  4.2,  NaN,        M,     weighted average,   34,  IG-EPN
igepn2016icwn,  98096,  4.8, 0.25,      MLv,     trimmed mean(25),   18,  IG-EPN
igepn2016icwn,  98096,  4.6, 0.16,     Mjma,                 mean,   13,  IG-EPN
igepn2016icwn,  98096,  4.5, 0.22,   Ms(BB),                 mean,   28,  IG-EPN
igepn2016icwn,  98096,  4.6,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2016idal,  98109,  3.7, 0.20,      MLv,                 mean,   11,  IG-EPN
igepn2016idal,  98109,  3.5, 0.10,     Mjma,                 mean,   11,  IG-EPN
igepn2016idal,  98109,  3.5, 0.24,   Ms(BB),                 mean,   21,  IG-EPN
igepn2016idal,  98109,  3.6,  NaN,        M,     weighted average,   21,  IG-EPN
igepn2016ideg,  98119,  4.4, 0.39,      MLv,                 mean,   20,  IG-EPN
igepn2016ideg,  98119,  4.2, 0.35,     Mjma,                 mean,   20,  IG-EPN
igepn2016ideg,  98119,  4.1, 0.40,   Ms(BB),                 mean,   23,  IG-EPN
igepn2016ideg,  98119,  4.2,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2016hnnv,  96903,  5.7, 0.33,      MLv,                 mean,   18,  IG-EPN
igepn2016hnnv,  96903,  5.7,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2016hnor,  96906,  4.4, 0.15,      MLv,         trimmed mean,   12,  IG-EPN
igepn2016hnor,  96906,  4.4,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2016hnos,  96907,  4.1, 0.20,      MLv,         trimmed mean,   22,  IG-EPN
igepn2016hnos,  96907,  4.1,  NaN,        M,     weighted average,   22,  IG-EPN
igepn2016idhz,  98129,  3.7, 0.37,      MLv,                 mean,   16,  IG-EPN
igepn2016idhz,  98129,  3.4, 0.30,     Mjma,                 mean,   19,  IG-EPN
igepn2016idhz,  98129,  3.8, 1.09,   Ms(BB),                 mean,   12,  IG-EPN
igepn2016hnot,  96908,  4.7, 0.29,      MLv,                 mean,   10,  IG-EPN
igepn2016idhz,  98129,  3.6,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2016hnot,  96908,  4.7,  NaN,        M,     weighted average,   10,  IG-EPN
igepn2016hnoy,  96910,  4.0, 0.17,      MLv,         trimmed mean,   12,  IG-EPN
igepn2016hnoy,  96910,  4.0,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2016hnpi,  96913,  4.1, 0.30,      MLv,                 mean,   12,  IG-EPN
igepn2016hnpi,  96913,  4.1,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2016hnpl,  96914,  4.7, 0.31,      MLv,         trimmed mean,   37,  IG-EPN
igepn2016hnpl,  96914,  4.7,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2016hnpr,  96916,  3.8, 0.37,      MLv,         trimmed mean,   19,  IG-EPN
igepn2016hnpr,  96916,  3.8,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2016hnpv,  96917,  3.9, 0.12,      MLv,         trimmed mean,   25,  IG-EPN
igepn2016hnpv,  96917,  3.9,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2016idpt,  98140,  4.1, 0.20,      MLv,                 mean,   16,  IG-EPN
igepn2016idpt,  98140,  3.9, 0.18,     Mjma,                 mean,   17,  IG-EPN
igepn2016idpt,  98140,  3.9, 0.26,   Ms(BB),                 mean,   12,  IG-EPN
igepn2016idpt,  98140,  4.0,  NaN,        M,     weighted average,   17,  IG-EPN
igepn2016idtk,  98147,  4.4, 0.26,      MLv,                 mean,   16,  IG-EPN
igepn2016idtk,  98147,  4.0, 0.19,     Mjma,                 mean,   15,  IG-EPN
igepn2016idtk,  98147,  4.0, 0.26,   Ms(BB),                 mean,   16,  IG-EPN
igepn2016idtk,  98147,  4.1,  NaN,        M,     weighted average,   16,  IG-EPN
igepn2016iebe,  98167,  4.4, 0.19,      MLv,                 mean,    9,  IG-EPN
igepn2016iebe,  98167,  4.3, 0.09,     Mjma,                 mean,   16,  IG-EPN
igepn2016iebe,  98167,  4.4, 0.23,   Ms(BB),         trimmed mean,   30,  IG-EPN
igepn2016iebe,  98167,  4.3,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2016iefv,  98180,  3.8, 0.17,      MLv,         trimmed mean,   18,  IG-EPN
igepn2016iefv,  98180,  3.6, 0.14,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2016iefv,  98180,  3.7, 0.22,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2016iefv,  98180,  3.7,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2016iege,  98182,  3.6, 0.00,      MLv,                 mean,    1,  IG-EPN
igepn2016iege,  98182,  3.5, 0.00,     Mjma,                 mean,    1,  IG-EPN
igepn2016iege,  98182,  3.6,  NaN,        M,     weighted average,    1,  IG-EPN
igepn2016iejr,  98193,  3.9, 0.09,      MLv,                 mean,   12,  IG-EPN
igepn2016iejr,  98193,  3.7, 0.09,     Mjma,         trimmed mean,   14,  IG-EPN
igepn2016iejr,  98193,  3.8, 0.21,   Ms(BB),                 mean,   15,  IG-EPN
igepn2016iejr,  98193,  3.8,  NaN,        M,     weighted average,   15,  IG-EPN
igepn2016iemy,  98199,  4.3, 0.23,      MLv,                 mean,   14,  IG-EPN
igepn2016iemy,  98199,  4.1, 0.24,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2016iemy,  98199,  4.2, 0.30,   Ms(BB),         trimmed mean,   30,  IG-EPN
igepn2016iemy,  98199,  4.2,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2016iewx,  98209,  3.9, 0.21,      MLv,                 mean,   12,  IG-EPN
